gene_id	transcript_id(s)	Control-1A	Control-2A	Control-3A	NB29-1A	NB29-2A	NB29-3A
HORVU.RGT_PLANET.PROJ.5HG00764030	transcript33596	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764040	transcript33606	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764050	transcript33607	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764060	transcript33608	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764070	transcript33609	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764080	transcript33618	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764090	transcript33626	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764100	transcript33629	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764110	transcript33630	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764120	transcript33632	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764130	transcript33634	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764150	transcript33641	0.00	0.00	1.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764160	transcript33649	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764170	transcript33654	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764180	transcript33656	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764190	transcript33657	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764200	transcript33660	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764210	transcript33663	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764220	transcript33665	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764230	transcript33678	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764240	transcript33679	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764250	transcript33680	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764260	transcript33681	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764270	transcript33682	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764280	transcript33683	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764290	transcript33686	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764300	transcript33688	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764310	transcript33692	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764320	transcript33694	1.20	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764330	transcript33700	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764340	transcript33705	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764350	transcript33706	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764360	transcript33707	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764370	transcript33710	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764380	transcript33711	0.00	0.00	0.00	0.00	1.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764390	transcript33723	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764400	transcript33725	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764410	transcript33728	0.00	0.00	0.00	0.00	2.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764420	transcript33729	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764430	transcript33733	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764440	transcript33735	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764450	transcript33743	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764460	transcript33751	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764470	transcript33760	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764480	transcript33762	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764490	transcript33764	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764510	transcript33770	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764520	transcript33774	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764530	transcript33778	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764540	transcript33781	6.00	0.00	0.00	4.16	6.55	9.05
HORVU.RGT_PLANET.PROJ.5HG00764550	transcript33791	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764570	transcript33795	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764580	transcript33796	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764590	transcript33802	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764600	transcript33809	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764610	transcript33810	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764620	transcript33817	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764630	transcript33829	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764640	transcript33830	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764650	transcript33833	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764660	transcript33839	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764670	transcript33840	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764680	transcript33850	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764690	transcript33857	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764700	transcript33860	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764710	transcript33861	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764720	transcript33864	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764730	transcript33871	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764740	transcript33873	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764750	transcript33875	0.00	0.00	0.00	11.00	14.00	13.00
HORVU.RGT_PLANET.PROJ.5HG00764760	transcript33879	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764770	transcript33889	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764780	transcript33896	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764790	transcript33897	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764800	transcript33898	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764810	transcript33910	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764820	transcript33915	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764830	transcript33918	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764840	transcript33919	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764850	transcript33920	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764860	transcript33933	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764870	transcript33942	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764880	transcript33949	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764890	transcript33951	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764900	transcript33955	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764910	transcript33958	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764920	transcript33962	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764930	transcript33963	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764940	transcript33964	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764950	transcript33967	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764960	transcript33969	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764970	transcript33971	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764980	transcript33973	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00764990	transcript33975	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765000	transcript33977	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765010	transcript33980	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765020	transcript33981	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765030	transcript33985	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765040	transcript33986	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765050	transcript33987	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765060	transcript33996	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765070	transcript33997	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765080	transcript34002	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765090	transcript34003	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765100	transcript34004	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765110	transcript34008	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765120	transcript34010	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765130	transcript34017	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765140	transcript34018	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765150	transcript34019	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765160	transcript34020	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765170	transcript34037	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765180	transcript34038	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765190	transcript34039	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765200	transcript34040	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765210	transcript34043	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765230	transcript34047	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765240	transcript34049	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765250	transcript34050	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765260	transcript34054	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765270	transcript34058	8.00	1.00	2.00	5.00	3.00	3.00
HORVU.RGT_PLANET.PROJ.5HG00765280	transcript34071	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765290	transcript34075	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765300	transcript34076	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765320	transcript34079	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765330	transcript34083	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765340	transcript34089	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765350	transcript34092	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765360	transcript34100	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765370	transcript34107	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765380	transcript34112	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765390	transcript34115	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765400	transcript34116	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765410	transcript34119	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765420	transcript34122	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765430	transcript34124	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765440	transcript34125	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765450	transcript34129	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765460	transcript34131	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765470	transcript34135	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765480	transcript34138	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765490	transcript34139	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765500	transcript34148	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765510	transcript34149	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765520	transcript34151	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765530	transcript34158	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765540	transcript34160	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765550	transcript34165	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765560	transcript34168	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765570	transcript34169	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765590	transcript34176	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765600	transcript34181	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765610	transcript34188	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765620	transcript34189	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765630	transcript34192	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765640	transcript34193	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765650	transcript34201	0.00	0.00	0.00	1.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765660	transcript34205	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765670	transcript34215	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765680	transcript34223	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765690	transcript34225	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765700	transcript34228	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765710	transcript34230	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765720	transcript34231	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765730	transcript34233	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765740	transcript34235	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765750	transcript34239	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765760	transcript34240	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765770	transcript34241	0.00	0.00	0.00	1.00	0.00	1.00
HORVU.RGT_PLANET.PROJ.5HG00765780	transcript34246	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765790	transcript34248	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765800	transcript34253	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765810	transcript34254	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765820	transcript34256	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765830	transcript34257	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765840	transcript34259	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765850	transcript34260	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765860	transcript34262	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765870	transcript34263	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765880	transcript34264	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765890	transcript34268	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765900	transcript34272	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765910	transcript34273	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765920	transcript34278	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765930	transcript34283	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765940	transcript34287	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765950	transcript34291	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765960	transcript34300	2.00	0.00	1.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765970	transcript34301	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765980	transcript34305	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00765990	transcript34307	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766000	transcript34310	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766010	transcript34311	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766020	transcript34317	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766030	transcript34320	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766040	transcript34324	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766050	transcript34326	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766060	transcript34331	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766070	transcript34332	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766080	transcript34333	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766090	transcript34334	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766100	transcript34336	57.00	41.00	70.00	10.00	10.00	19.00
HORVU.RGT_PLANET.PROJ.5HG00766110	transcript34337	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766120	transcript34338	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766130	transcript34339	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766140	transcript34340	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766150	transcript34345	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766160	transcript34347	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766170	transcript34350	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766180	transcript34351	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766190	transcript34352	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766200	transcript34355	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766210	transcript34358	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766230	transcript34362	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766240	transcript34363	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766250	transcript34365	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766260	transcript34366	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766270	transcript34367	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766280	transcript34368	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766290	transcript34371	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766300	transcript34372	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766310	transcript34373	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766320	transcript34384	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766330	transcript34386	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766340	transcript34387	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766350	transcript34395	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766360	transcript34396	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766370	transcript34401	36.00	45.00	54.00	39.00	28.00	29.00
HORVU.RGT_PLANET.PROJ.5HG00766380	transcript34405	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766390	transcript34409	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766400	transcript34417	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766410	transcript34418	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766430	transcript34427	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766450	transcript34433	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766460	transcript34440	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766470	transcript34441	0.00	0.00	0.00	1.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766480	transcript34442	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766490	transcript34444	0.00	0.00	0.00	0.00	0.00	1.00
HORVU.RGT_PLANET.PROJ.5HG00766500	transcript34445	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766530	transcript34451	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766540	transcript34452	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766550	transcript34456	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766560	transcript34458	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766570	transcript34463	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766580	transcript34464	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766590	transcript34470	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766600	transcript34472	0.00	0.00	0.00	0.00	0.00	1.00
HORVU.RGT_PLANET.PROJ.5HG00766610	transcript34473	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.5HG00766620	transcript34474	0.00	0.00	0.00	0.00	0.00	0.00
